"Location Properties"
"Location Name = AshCreek"
"Location ID = 82862c1c-6906-4407-9675-91cd165864a7"
""
"Report Properties"
"Start Time = 2024-08-26 11:42:38"
"Duration = 55.20:00:06"
"Readings = 2681"
"Time Offset = -04:00:00"
""
"Instrument Properties"
"Device Model = Aqua TROLL 600"
"Device SN = 1005261"
"Device Firmware = 2.32"
""
"Log Properties"
"Log Name = ASHC_2024_SONDE5261"
"Log Type = Linear"
"Log File Number = 9"
"Log ID = 72cf1513-30bc-40ff-90c0-df10bf61485c"
"Log Wrapping Enabled = True"
"Interval = 00:30:00"
""
""
"Date Time","pH (pH) (982925)","pH mV (mV) (982925)","ORP (mV) (982925)","Actual Conductivity (µS/cm) (1026742)","Specific Conductivity (µS/cm) (1026742)","Salinity (PSU) (1026742)","Resistivity (Ω⋅cm) (1026742)","Density (g/cm³) (1026742)","Total Dissolved Solids (ppt) (1026742)","RDO Concentration (mg/L) (1003422)","RDO Saturation (%Sat) (1003422)","Oxygen Partial Pressure (Torr) (1003422)","Chlorophyll-a Fluorescence (RFU) (1005348)","Temperature (°C) (1005261)","External Voltage (V) (1005261)","Battery Capacity (%) (1005261)","Barometric Pressure (mm Hg) (1005261)"
"2024-08-28 06:12:38","7.8102555","-54.8172","400.2444","40610.297","41499.535","26.988352","24.624296","1.0176259","26.974699","6.6958804","91.68827","128.90628","0.02423722","23.878136","0.027","92","767.6374"
"2024-08-28 06:42:38","7.809463","-54.75998","402.04688","40395.516","41326.03","26.861643","24.755222","1.0175465","26.861921","6.641795","90.79033","127.656845","0.022426872","23.82113","0.036","92","767.6374"
"2024-08-28 07:12:38","7.763927","-52.051544","410.68237","40440.14","41488.023","26.97553","24.727905","1.017673","26.967216","6.196533","84.54509","118.906","0.017757054","23.677618","0.027","92","767.6374"
"2024-08-28 07:42:38","7.6339645","-44.403076","411.5407","40330.543","41343.062","26.871647","24.795103","1.0175834","26.872992","5.110637","69.737","98.0726","0.0161765","23.717764","0.036","92","767.6374"
"2024-08-28 08:12:38","7.664128","-46.18168","408.0741","40443.59","41449.53","26.94887","24.725798","1.0176383","26.942194","4.8518124","66.24819","93.16429","0.012267506","23.72937","0.027","92","767.6374"
"2024-08-28 08:42:38","7.6700172","-46.548843","401.55573","40352.58","41251.973","26.80895","24.781565","1.0174962","26.813782","5.552875","75.9324","106.75855","0.012000039","23.85851","0.036","92","767.6374"
"2024-08-28 09:12:38","7.615797","-43.36357","400.75464","40556.715","41404.684","26.92085","24.65683","1.0175608","26.913044","5.3110995","72.76147","102.287605","0.01383972","23.92775","0.036","92","767.6374"
"2024-08-28 09:42:38","7.57904","-41.217804","389.87323","40388.785","41112.035","26.712595","24.759348","1.0173608","26.722824","5.098165","69.9465","98.30354","0.008304326","24.078947","0.036","92","767.6374"
"2024-08-28 10:12:38","7.603021","-42.66262","376.65527","40523.945","41079.977","26.693865","24.676767","1.017286","26.701986","5.145287","70.848595","99.532845","0.007827407","24.291342","0.036","92","767.6374"
"2024-08-28 10:42:38","7.5987186","-42.443275","380.76086","40448.066","40811.36","26.504717","24.72306","1.0170735","26.527384","5.5638967","76.85483","107.922554","0.005185854","24.533937","0.045","92","767.6374"
"2024-08-28 11:12:38","7.594821","-42.25731","403.9256","40307.99","40426.77","26.233116","24.808979","1.0167785","26.2774","5.604181","77.712875","109.063705","0.006402916","24.846169","0.045","92","767.6374"
"2024-08-28 11:42:38","7.583068","-41.627884","403.11975","39718.457","39480.145","25.55959","25.177212","1.0161344","25.662094","5.7302628","79.8047","111.89888","0.0046276613","25.316038","0.054","92","767.6374"
"2024-08-28 12:12:38","7.6050625","-43.01548","403.52502","39312.223","38642.75","24.967325","25.437382","1.0155146","25.117788","6.2087917","87.061554","121.93235","0.007821649","25.907051","0.063","92","767.6374"
"2024-08-28 12:42:38","7.582902","-41.75663","398.30847","38273.207","37339.094","24.03992","26.12794","1.0146984","24.27041","6.166271","86.60977","121.20103","0.006635399","26.309792","0.072","92","767.6374"
"2024-08-28 13:12:38","7.5974355","-42.686462","396.48218","37008.14","35794.402","22.945683","27.021082","1.013738","23.266363","6.654011","93.628456","130.8969","0.0066768737","26.775322","0.081","92","767.6374"
"2024-08-28 13:42:38","7.603357","-43.110847","387.9754","36422.05","34904.105","22.31965","27.455894","1.0131168","22.68767","6.768592","95.72021","133.67897","0.004958981","27.27691","0.09","92","767.6374"
"2024-08-28 14:12:38","7.6586213","-46.46778","389.79694","37017.832","35214.203","22.542845","27.014008","1.0131594","22.88923","7.2206306","102.943245","143.64005","0.0059173075","27.681608","0.099","92","767.6374"
"2024-08-28 14:42:38","7.6477976","-45.342445","397.9937","40627.953","40991.746","26.635029","24.613596","1.0171713","26.644636","5.6558943","78.185776","109.79123","0.016227255","24.535353","0.045","92","767.6374"
