Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
260924-151115,26/09/2024 03:13:20 PM,dsDNA BR,0923GOLD_08,48,ng/uL,1.2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.89332911,877.9933293,,253,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_09,60,ng/uL,1.5,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.92497191,1069.437125,,377,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_10,37.9,ng/uL,0.948,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.63596316,990.0109511,,232,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_11,42.8,ng/uL,1.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.46223375,994.109948,,258,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_12,38.6,ng/uL,0.964,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.62148347,1027.934044,,243,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_13,51.6,ng/uL,1.29,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.83381643,1015.908354,,312,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_14,73.2,ng/uL,1.83,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.71048684,843.190192,,355,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_15,93.2,ng/uL,2.33,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.20593041,893.3041147,,466,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:13:42 PM,dsDNA BR,0923GOLD_16,69.2,ng/uL,1.73,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.89332911,877.9933293,,352,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_17,71.2,ng/uL,1.78,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.92497191,1069.437125,,439,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_18,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.63596316,990.0109511,,300,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_19,57.6,ng/uL,1.44,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.46223375,994.109948,,339,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_20,95.2,ng/uL,2.38,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.62148347,1027.934044,,547,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_21,56.8,ng/uL,1.42,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.83381643,1015.908354,,340,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_22,54,ng/uL,1.35,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.71048684,843.190192,,271,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_23,58.4,ng/uL,1.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.20593041,893.3041147,,308,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:14:44 PM,dsDNA BR,0923GOLD_24,46,ng/uL,1.15,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.89332911,877.9933293,,244,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,8
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_25,56,ng/uL,1.4,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.92497191,1069.437125,,354,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_26,35.8,ng/uL,0.896,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.63596316,990.0109511,,220,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_27,63.6,ng/uL,1.59,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.46223375,994.109948,,370,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_28,41.6,ng/uL,1.04,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.62148347,1027.934044,,259,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_29,75.2,ng/uL,1.88,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.83381643,1015.908354,,438,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
260924-151115,26/09/2024 03:15:06 PM,dsDNA BR,0923GOLD_30,70.4,ng/uL,1.76,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.71048684,843.190192,,343,26/09/2024 03:11:42 PM,,,,,#0923GOLD,8,1.9.0,6
