lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0623FENC_18,2023-06-14,FENC,18,lower,under_bridge,2023-06-15,163.43,115.52,70.79,34.2,5_fair,conchiolin and mud blisters,TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_19,2023-06-14,FENC,19,lower,under_bridge,2023-06-15,70.4,123.44,47.32,25.13,3_good_minus,"brittle shell , heavy mud blisters and conchiolin ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_20,2023-06-14,FENC,20,lower,under_bridge,2023-06-15,57.19,107.84,43.43,20.75,3_good_minus,"conchiolin , mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_21,2023-06-14,FENC,21,upper,sunlight,2023-06-15,49.86,92.92,50.62,21.17,3_good_minus,"lease site; conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_22,2023-06-14,FENC,22,upper,sunlight,2023-06-15,95.28,116.69,57.68,26.44,2_good,"lease site; conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_23,2023-06-14,FENC,23,upper,sunlight,2023-06-15,56.92,95.89,52.82,17.77,2_good,"lease site; conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_24,2023-06-14,FENC,24,upper,sunlight,2023-06-15,53.83,83.18,60.74,25.86,4_fair_plus,"lease site; conchiolin,  mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_25,2023-06-14,FENC,25,upper,sunlight,2023-06-15,88.29,99.5,45.4,31.73,4_fair_plus,lease site; conchiolin ,TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_26,2023-06-14,FENC,26,lower,sunlight,2023-06-15,68.62,109.44,57.57,20.21,3_good_minus,"lease site; conchiolin,  mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_27,2023-06-14,FENC,27,lower,sunlight,2023-06-15,43.35,92.04,46.56,24.15,4_fair_plus,"lease site; conchiolin,  mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_28,2023-06-14,FENC,28,lower,sunlight,2023-06-15,61.93,131.94,43.88,24.29,5_fair,"lease site; pea crab, conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_29,2023-06-14,FENC,29,lower,sunlight,2023-06-15,68.54,107.28,59.16,26.5,4_fair_plus,"lease site; pea crab,  conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
0623FENC_30,2023-06-14,FENC,30,lower,sunlight,2023-06-15,64.51,124.16,40.7,30.42,4_fair_plus,"lease site; pea crab,  conchiolin, mud blisters ",TRUE,TRUE,TRUE,FALSE,TRUE,2023-06-15,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,                                                                                                                     ,,,,,,,,,,,,,
